task,model,effort,first_counted_result,status,reward,raw_reward,assistant_steps,tool_calls,checks_passed,checks_total,check_unit,cost_usd,usage_censored,finished_at,task_checksum,trial
cpp-foxglove-sdk-parameter-handler,fable-5-1,high,True,scored,1,1.0,134,134,14,14,verifier_groups,13.062727,False,2026-09-14T04:44:29.898650Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__mcJHqPh
cpp-foxglove-sdk-parameter-handler,fable-5-1,high,False,scored,1,1.0,99,99,14,14,verifier_groups,9.33670575,False,2026-09-14T11:15:04.938891Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__4uR5JWP
cpp-foxglove-sdk-parameter-handler,fable-5-1,max,True,scored,1,1.0,191,191,14,14,verifier_groups,23.41272074999999,False,2026-09-14T02:39:16.221138Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__PfTWWLj
cpp-foxglove-sdk-parameter-handler,fable-5-1,max,False,scored,1,1.0,224,224,14,14,verifier_groups,29.401210000000003,False,2026-09-14T10:39:44.183098Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__SYv4T5t
cpp-foxglove-sdk-parameter-handler,fable-5-1,medium,True,scored,1,1.0,79,79,14,14,verifier_groups,7.3719805,False,2026-09-14T03:15:41.069830Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__XdhK6NH
cpp-foxglove-sdk-parameter-handler,fable-5-1,medium,False,scored,1,1.0,90,90,14,14,verifier_groups,8.322728750000001,False,2026-09-14T07:04:52.575534Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__cuyugF6
cpp-foxglove-sdk-parameter-handler,fable-5-1,medium,False,scored,1,1.0,88,88,14,14,verifier_groups,7.54741475,False,2026-09-14T11:40:56.783832Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__2J3dTqJ
cpp-foxglove-sdk-parameter-handler,opus-5,high,True,scored,1,1.0,133,136,14,14,verifier_groups,12.183033499999997,False,2026-09-13T22:42:41.880505Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__ZhwWXAK
cpp-foxglove-sdk-parameter-handler,opus-5,high,False,scored,1,1.0,123,128,14,14,verifier_groups,11.991588999999994,False,2026-09-14T07:29:33.458499Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__5Th6Zx2
cpp-foxglove-sdk-parameter-handler,opus-5,max,True,scored,1,1.0,168,186,14,14,verifier_groups,21.814764750000005,False,2026-09-14T01:06:50.089442Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__ELNBqSc
cpp-foxglove-sdk-parameter-handler,opus-5,max,False,scored,1,1.0,153,166,14,14,verifier_groups,19.676463000000005,False,2026-09-14T10:53:17.896924Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__vy4gbrd
cpp-foxglove-sdk-parameter-handler,opus-5,max,False,scored,1,1.0,142,155,14,14,verifier_groups,18.907961750000002,False,2026-09-14T12:20:05.368847Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__K4ViVyG
cpp-foxglove-sdk-parameter-handler,opus-5,medium,True,scored,1,1.0,82,86,14,14,verifier_groups,6.454991499999998,False,2026-09-13T19:57:19.560564Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z-repair-python310-001/cpp-foxglove-sdk-parameter-handl__q2eNzjP
cpp-foxglove-sdk-parameter-handler,opus-5,medium,False,scored,1,1.0,75,82,14,14,verifier_groups,5.7429695,False,2026-09-14T06:59:06.580106Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__GJgdTZj
cpp-foxglove-sdk-parameter-handler,sonnet-5,high,True,scored,1,1.0,270,270,14,14,verifier_groups,11.347697600000005,False,2026-09-14T05:33:41.581114Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__jqTiXTr
cpp-foxglove-sdk-parameter-handler,sonnet-5,max,True,scored,1,1.0,364,364,14,14,verifier_groups,28.56227029999999,False,2026-09-14T01:28:40.557302Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__skHsJVS
cpp-foxglove-sdk-parameter-handler,sonnet-5,max,False,scored,1,1.0,391,391,14,14,verifier_groups,30.136830500000006,False,2026-09-14T10:21:22.499979Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__gCnzMFx
cpp-foxglove-sdk-parameter-handler,sonnet-5,max,False,scored,1,1.0,401,401,14,14,verifier_groups,34.03645889999998,False,2026-09-14T13:10:26.356088Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__jxy8YKj
cpp-foxglove-sdk-parameter-handler,sonnet-5,medium,True,scored,1,1.0,163,163,14,14,verifier_groups,5.5966501000000015,False,2026-09-13T20:50:12.099903Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__G6AoojN
cpp-foxglove-sdk-parameter-handler,sonnet-5,medium,False,scored,1,1.0,199,199,14,14,verifier_groups,6.830548500000002,False,2026-09-14T08:45:42.558837Z,0467d296c0515fd242069ded911d31a65f92191590e7c6b016d15184833085bd,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-foxglove-sdk-parameter-handl__3LvTxsB
cpp-rosbag2-mixed-serialization-playback,fable-5-1,high,True,scored,1,1.0,146,146,6,6,verifier_groups,10.22538775000001,False,2026-09-14T04:52:29.489372Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__nEuowBK
cpp-rosbag2-mixed-serialization-playback,fable-5-1,high,False,scored,1,1.0,121,121,6,6,verifier_groups,9.492082249999998,False,2026-09-14T06:27:08.670674Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__XB2e3qm
cpp-rosbag2-mixed-serialization-playback,fable-5-1,max,True,scored,1,1.0,194,194,6,6,verifier_groups,19.207268250000002,False,2026-09-14T03:30:47.104047Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__jf5Q9Ki
cpp-rosbag2-mixed-serialization-playback,fable-5-1,max,False,scored,0,0.0,173,173,5,6,verifier_groups,16.348798999999996,False,2026-09-14T10:37:44.875631Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__uqBGJ4B
cpp-rosbag2-mixed-serialization-playback,fable-5-1,medium,True,scored,1,1.0,112,112,6,6,verifier_groups,6.798715750000001,False,2026-09-14T04:09:35.728106Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__AnWqDSD
cpp-rosbag2-mixed-serialization-playback,fable-5-1,medium,False,scored,1,1.0,62,62,6,6,verifier_groups,3.919368749999999,False,2026-09-14T07:25:58.964314Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__AdErkHe
cpp-rosbag2-mixed-serialization-playback,fable-5-1,medium,False,scored,1,1.0,71,71,6,6,verifier_groups,4.272681,False,2026-09-14T12:05:25.018419Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__Z3GXHbf
cpp-rosbag2-mixed-serialization-playback,opus-5,high,True,scored,1,1.0,125,130,6,6,verifier_groups,9.650409,False,2026-09-13T21:16:28.714090Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__PozQCx4
cpp-rosbag2-mixed-serialization-playback,opus-5,high,False,scored,1,1.0,98,112,6,6,verifier_groups,8.829010750000002,False,2026-09-13T22:44:34.912330Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__BGeDCkc
cpp-rosbag2-mixed-serialization-playback,opus-5,max,True,scored,1,1.0,155,168,6,6,verifier_groups,19.052500000000002,False,2026-09-14T01:15:23.860787Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__tKGbcUC
cpp-rosbag2-mixed-serialization-playback,opus-5,max,False,scored,1,1.0,170,186,6,6,verifier_groups,20.479743249999988,False,2026-09-14T11:17:39.377368Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__k3xmPnj
cpp-rosbag2-mixed-serialization-playback,opus-5,medium,True,scored,0,0.0,99,105,5,6,verifier_groups,6.58014175,False,2026-09-14T03:33:07.556369Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__XonizBd
cpp-rosbag2-mixed-serialization-playback,opus-5,medium,False,scored,0,0.0,82,91,5,6,verifier_groups,5.076172999999999,False,2026-09-14T08:14:21.158311Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__RMkcAfK
cpp-rosbag2-mixed-serialization-playback,sonnet-5,high,True,scored,0,0.0,251,251,5,6,verifier_groups,9.888231099999993,False,2026-09-14T05:40:10.049006Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__8tAPNNm
cpp-rosbag2-mixed-serialization-playback,sonnet-5,high,False,scored,0,0.0,204,204,5,6,verifier_groups,6.436537699999997,False,2026-09-14T08:48:38.221634Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__QDvNHN6
cpp-rosbag2-mixed-serialization-playback,sonnet-5,high,False,scored,0,0.0,224,224,5,6,verifier_groups,8.181454400000005,False,2026-09-14T11:54:20.977933Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__DFhEY7b
cpp-rosbag2-mixed-serialization-playback,sonnet-5,max,True,scored,1,1.0,381,394,6,6,verifier_groups,33.384929299999996,False,2026-09-14T05:14:48.565190Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__4PrpmTa
cpp-rosbag2-mixed-serialization-playback,sonnet-5,max,False,scored,1,1.0,380,380,6,6,verifier_groups,29.397259799999993,False,2026-09-14T08:40:28.433348Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__qFTTEJf
cpp-rosbag2-mixed-serialization-playback,sonnet-5,medium,True,scored,1,1.0,154,154,6,6,verifier_groups,4.1119921999999995,False,2026-09-13T21:05:26.614582Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__REVuzNz
cpp-rosbag2-mixed-serialization-playback,sonnet-5,medium,False,scored,1,1.0,151,151,6,6,verifier_groups,3.630422299999998,False,2026-09-14T09:29:21.713252Z,fd3a449cc4ee1ff59a118d368c1cc6336567929b8dc6f7acd319a1da4c15f307,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-rosbag2-mixed-serialization__vjtWWQG
cpp-zenoh-cpp-connectivity-api,fable-5-1,high,True,scored,1,1.0,115,115,9,9,verifier_groups,8.8265835,False,2026-09-14T04:44:18.469618Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__XPsWyNj
cpp-zenoh-cpp-connectivity-api,fable-5-1,high,False,scored,1,1.0,77,77,9,9,verifier_groups,6.624846250000001,False,2026-09-14T06:03:44.702932Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__g6j2WYs
cpp-zenoh-cpp-connectivity-api,fable-5-1,max,True,scored,1,1.0,184,184,9,9,verifier_groups,19.64326275,False,2026-09-14T03:19:17.542050Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__eqRagrv
cpp-zenoh-cpp-connectivity-api,fable-5-1,max,False,scored,1,1.0,198,198,9,9,verifier_groups,22.665200000000006,False,2026-09-14T09:17:26.691178Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__pmRF3yV
cpp-zenoh-cpp-connectivity-api,fable-5-1,medium,True,scored,1,1.0,97,97,9,9,verifier_groups,7.412981499999999,False,2026-09-14T05:14:29.059365Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__NepaoJw
cpp-zenoh-cpp-connectivity-api,fable-5-1,medium,False,scored,1,1.0,82,82,9,9,verifier_groups,5.886672000000002,False,2026-09-14T06:04:55.179989Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__BL8mmNF
cpp-zenoh-cpp-connectivity-api,fable-5-1,medium,False,scored,0,0.0,75,75,8,9,verifier_groups,5.475900499999999,False,2026-09-14T11:42:45.679150Z,334fd9a44f0bfdd2b6080101c3afb6e3b2bf59b596d721f30368cd145cfae863,jobs/candidates-all14-efforts-20-20260913T183301Z/cpp-zenoh-cpp-connectivity-api__6dtbkvV
